agent,bytes,clientip,extension,geo.coordinates,geo.dest,geo.src,geo.srcdest,hour_of_day,ip,machine.os,machine.ram,memory,message,phpmemory,referer,request,response,url,utc_time
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),900,217.23.81.38,,"{
  ""lat"": 34.75831917,
  ""lon"": -82.376415
}",US,PK,PK:US,11,217.23.81.38,win 7,"4,294,967,296",,"217.23.81.38 - - [2018-08-04T11:59:36.483Z] ""GET /metrics HTTP/1.1"" 200 900 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/viktor-patsayev,/metrics,200,https://www.elastic.co/solutions/metrics,"August 4th 2018, 11:59:36.483"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"7,505",174.98.40.39,zip,"{
  ""lat"": 28.42888889,
  ""lon"": -81.31602778
}",CN,CN,CN:CN,11,174.98.40.39,win 8,"19,327,352,832",,"174.98.40.39 - - [2018-08-04T11:59:27.458Z] ""GET /apm-server/apm-server-6.3.2-windows-x86.zip HTTP/1.1"" 200 7505 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/scott-kelly,/apm-server/apm-server-6.3.2-windows-x86.zip,200,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip,"August 4th 2018, 11:59:27.458"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"2,283",223.14.108.58,,"{
  ""lat"": 41.74324028,
  ""lon"": -76.44457083
}",MN,US,US:MN,11,223.14.108.58,win 8,"9,663,676,416",,"223.14.108.58 - - [2018-08-04T11:59:02.624Z] ""GET /enterprise HTTP/1.1"" 200 2283 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/robert-lawrence,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 11:59:02.624"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","5,921",90.102.127.25,css,"{
  ""lat"": 40.52034556,
  ""lon"": -90.65246389
}",CN,IN,IN:CN,11,90.102.127.25,win 7,"13,958,643,712",,"90.102.127.25 - - [2018-08-04T11:58:30.270Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 5921 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/warning/kent-rominger,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 11:58:30.270"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,113",208.157.177.235,css,"{
  ""lat"": 36.90922083,
  ""lon"": -94.88750028
}",SY,CN,CN:SY,11,208.157.177.235,win 7,"16,106,127,360",,"208.157.177.235 - - [2018-08-04T11:57:47.385Z] ""GET /styles/ads.css HTTP/1.1"" 200 7113 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/marcos-pontes,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 4th 2018, 11:57:47.385"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,701",150.246.234.4,gz,"{
  ""lat"": 44.57537278,
  ""lon"": -71.17593167
}",PR,CN,CN:PR,11,150.246.234.4,win 8,"18,253,611,008",,"150.246.234.4 - - [2018-08-04T11:56:35.897Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 200 3701 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/albert-sacco,/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,"August 4th 2018, 11:56:35.897"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,259",93.114.217.213,gz,"{
  ""lat"": 45.06198611,
  ""lon"": -93.3539375
}",CN,JP,JP:CN,11,93.114.217.213,ios,"19,327,352,832",,"93.114.217.213 - - [2018-08-04T11:55:32.670Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 8259 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/sergei-krikalev,/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,200,https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz,"August 4th 2018, 11:55:32.670"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"4,685",155.206.194.40,css,"{
  ""lat"": 33.54980833,
  ""lon"": -102.3727333
}",CN,MY,MY:CN,11,155.206.194.40,win 7,"13,958,643,712",,"155.206.194.40 - - [2018-08-04T11:55:20.575Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 4685 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/yuri-lonchakov,/styles/pretty-layout.css,200,https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css,"August 4th 2018, 11:55:20.575"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24",0,88.26.38.241,,"{
  ""lat"": 42.18421417,
  ""lon"": -73.40324056
}",MX,KR,KR:MX,11,88.26.38.241,win 8,"4,294,967,296",0,"88.26.38.241 - - [2018-08-04T11:55:04.339Z] ""GET /people/type:astronauts/name:clayton-anderson/profile HTTP/1.1"" 503 0 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",0,http://twitter.com/success/michael-baker,/people/type:astronauts/name:clayton-anderson/profile,503,https://elastic-elastic-elastic.org/people/type:astronauts/name:clayton-anderson/profile,"August 4th 2018, 11:55:04.339"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"6,359",132.92.212.196,,"{
  ""lat"": 45.30477778,
  ""lon"": -85.27477778
}",CN,CN,CN:CN,11,132.92.212.196,ios,"32,212,254,720",,"132.92.212.196 - - [2018-08-04T11:54:01.487Z] ""GET /apm HTTP/1.1"" 200 6359 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/shannon-walker,/apm,200,https://www.elastic.co/downloads/apm,"August 4th 2018, 11:54:01.487"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"3,404",25.210.185.214,gz,"{
  ""lat"": 36.17506917,
  ""lon"": -89.67508
}",BD,PK,PK:BD,11,25.210.185.214,ios,"19,327,352,832",,"25.210.185.214 - - [2018-08-04T11:53:39.783Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 200 3404 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/mikhail-tyurin,/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,"August 4th 2018, 11:53:39.783"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"8,312",112.82.236.207,,"{
  ""lat"": 39.63885556,
  ""lon"": -90.77843111
}",ET,ID,ID:ET,11,112.82.236.207,win 7,"8,589,934,592",,"112.82.236.207 - - [2018-08-04T11:53:26.274Z] ""GET /enterprise HTTP/1.1"" 200 8312 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/christopher-loria,/enterprise,200,https://www.elastic.co/downloads/enterprise,"August 4th 2018, 11:53:26.274"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),913,73.176.17.223,,"{
  ""lat"": 41.248645,
  ""lon"": -90.73708361
}",BR,AU,AU:BR,11,73.176.17.223,ios,"9,663,676,416",,"73.176.17.223 - - [2018-08-04T11:53:17.307Z] ""GET /security-analytics HTTP/1.1"" 200 913 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/warning/michael-foale,/security-analytics,200,https://www.elastic.co/solutions/security-analytics,"August 4th 2018, 11:53:17.307"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,204",80.55.27.181,css,"{
  ""lat"": 42.96550333,
  ""lon"": -83.74345639
}",PH,IN,IN:PH,11,80.55.27.181,osx,"4,294,967,296",,"80.55.27.181 - - [2018-08-04T11:47:23.377Z] ""GET /styles/ads.css HTTP/1.1"" 200 9204 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/richard-mullane,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 4th 2018, 11:47:23.377"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,341",240.150.239.160,css,"{
  ""lat"": 34.45147972,
  ""lon"": -84.45659278
}",ET,PK,PK:ET,11,240.150.239.160,osx,"5,368,709,120",,"240.150.239.160 - - [2018-08-04T11:46:23.698Z] ""GET /styles/main.css HTTP/1.1"" 200 9341 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/robert-d-cabana,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 11:46:23.698"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"5,204",121.230.251.72,css,"{
  ""lat"": 32.43866444,
  ""lon"": -90.10309222
}",CN,RO,RO:CN,11,121.230.251.72,ios,"12,884,901,888",,"121.230.251.72 - - [2018-08-04T11:45:08.542Z] ""GET /styles/main.css HTTP/1.1"" 200 5204 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/andrew-j-feustel,/styles/main.css,200,https://cdn.elastic-elastic-elastic.org/styles/main.css,"August 4th 2018, 11:45:08.542"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,739",215.67.92.140,,"{
  ""lat"": 35.00006444,
  ""lon"": -77.981695
}",SN,IN,IN:SN,11,215.67.92.140,win 7,"2,147,483,648",,"215.67.92.140 - - [2018-08-04T11:45:01.425Z] ""GET /apm HTTP/1.1"" 200 9739 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://facebook.com/success/michael-s-hopkins,/apm,200,https://www.elastic.co/downloads/apm,"August 4th 2018, 11:45:01.425"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"5,203",35.125.203.87,zip,"{
  ""lat"": 44.02914056,
  ""lon"": -97.53784778
}",CN,LK,LK:CN,11,35.125.203.87,win 7,"15,032,385,536",,"35.125.203.87 - - [2018-08-04T11:44:47.106Z] ""GET /elasticsearch/elasticsearch-6.3.2.zip HTTP/1.1"" 200 5203 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/warning/rakesh-sharma,/elasticsearch/elasticsearch-6.3.2.zip,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.zip,"August 4th 2018, 11:44:47.106"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"7,596",27.243.169.69,gz,"{
  ""lat"": 55.31502778,
  ""lon"": -160.5176944
}",BD,TW,TW:BD,11,27.243.169.69,win xp,"12,884,901,888",,"27.243.169.69 - - [2018-08-04T11:39:43.633Z] ""GET /kibana/kibana-6.3.2-darwin-x86_64.tar.gz HTTP/1.1"" 200 7596 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://nytimes.com/success/liu-yang,/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-darwin-x86_64.tar.gz,"August 4th 2018, 11:39:43.633"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"9,964",158.238.118.139,deb,"{
  ""lat"": 46.37449806,
  ""lon"": -117.0153944
}",CN,NG,NG:CN,11,158.238.118.139,ios,"10,737,418,240",,"158.238.118.139 - - [2018-08-04T11:38:48.187Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 9964 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/oleg-kotov,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 11:38:48.187"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"2,108",130.194.187.55,,"{
  ""lat"": 43.16948806,
  ""lon"": -86.23822306
}",SE,IN,IN:SE,11,130.194.187.55,win 7,"2,147,483,648",,"130.194.187.55 - - [2018-08-04T11:31:45.878Z] ""GET / HTTP/1.1"" 200 2108 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/steven-maclean,/,200,https://www.elastic.co/downloads,"August 4th 2018, 11:31:45.878"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"4,395",100.213.239.180,,"{
  ""lat"": 40.11611111,
  ""lon"": -96.19445278
}",FR,US,US:FR,11,100.213.239.180,ios,"15,032,385,536",,"100.213.239.180 - - [2018-08-04T11:26:52.154Z] ""GET /beats/filebeat HTTP/1.1"" 200 4395 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/kenneth-ham,/beats/filebeat,200,https://www.elastic.co/downloads/beats/filebeat,"August 4th 2018, 11:26:52.154"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"2,749",71.93.48.205,css,"{
  ""lat"": 35.75703083,
  ""lon"": -94.64994417
}",NG,IN,IN:NG,11,71.93.48.205,osx,"13,958,643,712",,"71.93.48.205 - - [2018-08-04T11:25:22.397Z] ""GET /styles/ads.css HTTP/1.1"" 200 2749 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://twitter.com/success/edward-lu,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 4th 2018, 11:25:22.397"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,819,230.180.158.215,,"{
  ""lat"": 38.81809306,
  ""lon"": -92.21962917
}",ID,CN,CN:ID,11,230.180.158.215,win xp,"12,884,901,888",,"230.180.158.215 - - [2018-08-04T11:23:11.764Z] ""GET /business-analytics HTTP/1.1"" 200 819 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/warning/byron-lichtenberg,/business-analytics,200,https://www.elastic.co/solutions/business-analytics,"August 4th 2018, 11:23:11.764"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"13,389",44.146.84.219,,"{
  ""lat"": 36.19299083,
  ""lon"": -82.81507028
}",IN,NE,NE:IN,11,44.146.84.219,win 8,"9,663,676,416",,"44.146.84.219 - - [2018-08-04T11:17:14.717Z] ""GET / HTTP/1.1"" 200 13389 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/steven-r-nagel,/,200,https://www.elastic.co/downloads,"August 4th 2018, 11:17:14.717"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"6,064",81.32.253.92,css,"{
  ""lat"": 46.21830472,
  ""lon"": -100.2450028
}",RU,DE,DE:RU,11,81.32.253.92,win 7,"15,032,385,536",,"81.32.253.92 - - [2018-08-04T11:15:18.199Z] ""GET /styles/ads.css HTTP/1.1"" 200 6064 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/yuri-lonchakov,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 4th 2018, 11:15:18.199"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,195,9.92.255.88,,"{
  ""lat"": 36.33457556,
  ""lon"": -84.16234472
}",PK,PK,PK:PK,11,9.92.255.88,win xp,"15,032,385,536",,"9.92.255.88 - - [2018-08-04T11:15:16.611Z] ""GET / HTTP/1.1"" 200 195 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://facebook.com/success/zhugderdemidiyn-gurragcha,/,200,https://www.elastic.co/products,"August 4th 2018, 11:15:16.611"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"2,424",221.159.96.142,gz,"{
  ""lat"": 37.64995889,
  ""lon"": -97.43304583
}",US,EG,EG:US,11,221.159.96.142,ios,"3,221,225,472",,"221.159.96.142 - - [2018-08-04T11:15:07.077Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 2424 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://www.elastic-elastic-elastic.com/success/michael-p-anderson,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 11:15:07.077"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","2,880",143.166.195.82,,"{
  ""lat"": 37.78746444,
  ""lon"": -114.4216567
}",ID,TR,TR:ID,11,143.166.195.82,osx,"4,294,967,296","115,200","143.166.195.82 - - [2018-08-04T11:12:57.566Z] ""GET /people/type:astronauts/name:jeffrey-williams/profile HTTP/1.1"" 200 2880 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","115,200",http://twitter.com/success/richard-o-covey,/people/type:astronauts/name:jeffrey-williams/profile,200,https://elastic-elastic-elastic.org/people/type:astronauts/name:jeffrey-williams/profile,"August 4th 2018, 11:12:57.566"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"6,680",127.155.255.9,css,"{
  ""lat"": 41.92076333,
  ""lon"": -71.49138139
}",IN,PK,PK:IN,11,127.155.255.9,ios,"6,442,450,944",,"127.155.255.9 - - [2018-08-04T11:11:56.042Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 6680 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/success/carl-walz,/styles/ad-blocker.css,200,https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css,"August 4th 2018, 11:11:56.042"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24",315,142.41.6.109,,"{
  ""lat"": 39.45758333,
  ""lon"": -74.57716667
}",PK,US,US:PK,11,142.41.6.109,win 7,"21,474,836,480",,"142.41.6.109 - - [2018-08-04T11:11:05.051Z] ""GET /enterprise-search HTTP/1.1"" 404 315 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://nytimes.com/success/byron-lichtenberg,/enterprise-search,404,https://www.elastic.co/solutions/enterprise-search,"August 4th 2018, 11:11:05.051"
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),"9,117",41.49.184.237,zip,"{
  ""lat"": 45.8227275,
  ""lon"": -92.37250083
}",LA,MX,MX:LA,11,41.49.184.237,win 8,"5,368,709,120",,"41.49.184.237 - - [2018-08-04T11:05:03.765Z] ""GET /apm-server/apm-server-6.3.2-windows-x86.zip HTTP/1.1"" 200 9117 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""",,http://nytimes.com/success/gemini-6a,/apm-server/apm-server-6.3.2-windows-x86.zip,200,https://artifacts.elastic.co/downloads/apm-server/apm-server-6.3.2-windows-x86.zip,"August 4th 2018, 11:05:03.765"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","5,065",224.116.186.65,gz,"{
  ""lat"": 41.82494611,
  ""lon"": -110.5590586
}",IN,BR,BR:IN,11,224.116.186.65,win 8,"12,884,901,888",,"224.116.186.65 - - [2018-08-04T11:04:55.689Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 5065 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://twitter.com/success/dorothy-m-metcalf-lindenburger,/kibana/kibana-6.3.2-linux-x86_64.tar.gz,200,https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz,"August 4th 2018, 11:04:55.689"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"3,684",23.181.102.75,gz,"{
  ""lat"": 38.97638889,
  ""lon"": -76.32963889
}",BI,ID,ID:BI,10,23.181.102.75,win xp,"2,147,483,648",,"23.181.102.75 - - [2018-08-04T10:55:53.370Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 3684 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://twitter.com/success/john-d-olivas,/elasticsearch/elasticsearch-6.3.2.tar.gz,200,https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz,"August 4th 2018, 10:55:53.370"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24",845,41.24.121.113,,"{
  ""lat"": 37.91453139,
  ""lon"": -83.25212111
}",IN,TH,TH:IN,10,41.24.121.113,osx,"17,179,869,184",,"41.24.121.113 - - [2018-08-04T10:53:49.945Z] ""GET / HTTP/1.1"" 200 845 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/warning/laurel-b-clark,/,200,https://www.elastic.co/products,"August 4th 2018, 10:53:49.945"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,661",162.19.100.29,rpm,"{
  ""lat"": 43.23653139,
  ""lon"": -120.6660967
}",PG,RO,RO:PG,10,162.19.100.29,win 8,"21,474,836,480",,"162.19.100.29 - - [2018-08-04T10:53:16.028Z] ""GET /beats/metricbeat/metricbeat-6.3.2-i686.rpm HTTP/1.1"" 200 6661 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://facebook.com/success/sheikh-muszaphar-shukor,/beats/metricbeat/metricbeat-6.3.2-i686.rpm,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-i686.rpm,"August 4th 2018, 10:53:16.028"
Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1,"8,513",160.20.100.193,deb,"{
  ""lat"": 40.31611111,
  ""lon"": -78.83394444
}",HU,PK,PK:HU,10,160.20.100.193,ios,"32,212,254,720",,"160.20.100.193 - - [2018-08-04T10:51:40.027Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 8513 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""",,http://www.elastic-elastic-elastic.com/warning/pamela-melroy,/beats/metricbeat/metricbeat-6.3.2-amd64.deb,200,https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb,"August 4th 2018, 10:51:40.027"
"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","7,102",123.24.232.117,css,"{
  ""lat"": 47.72423333,
  ""lon"": -97.59042222
}",RO,IN,IN:RO,10,123.24.232.117,ios,"12,884,901,888",,"123.24.232.117 - - [2018-08-04T10:49:43.787Z] ""GET /styles/ads.css HTTP/1.1"" 200 7102 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""",,http://www.elastic-elastic-elastic.com/success/alexander-kaleri,/styles/ads.css,200,https://cdn.elastic-elastic-elastic.org/styles/ads.css,"August 4th 2018, 10:49:43.787"
